n_conf	val
199	1.3778784283559156
200	1.3694823137097267
201	1.278661635979181
202	1.2522780528593835
203	1.2010120626246068
204	1.1283037117955317
205	1.2537385717294307
206	1.352021147411129
207	1.3458555510480403
208	1.1230892414412126
209	1.276345279605523
210	1.1845854889891534
211	1.21402984476986
212	1.3468266857828126
213	1.306678874963459
214	1.2139812503243201
215	1.0494252246754352
216	1.1134037241957078
217	1.258311453358967
218	1.2937602891919293
219	1.3424595568428415
220	1.2298002186662984
221	1.1874997313960232
222	1.1250538604243399
223	1.1863844895418687
224	1.2179699286775736
225	1.1392041143130403
226	1.1289179379065644
227	1.046983850010266
228	1.1707198192367607
229	1.1323983681088379
230	1.1663292330077883
231	1.0570701961282558
232	1.1106582946770964
233	1.353028379168616
234	1.2380035728286973
235	1.0435785024892064
236	1.1141796525694563
237	1.0889219853954788
238	1.177381565659585
239	1.3697543819011937
240	1.4359890360974914
241	1.2889046446955188
242	1.253234494271026
243	1.0404900954213958
244	1.1823771087311945
245	1.1892082368644386
246	1.3105638944198121
247	1.1530859317367363
248	1.4890602391201089
249	1.258041484753745
250	1.1593655280808077
251	1.0408325558718776
252	1.2561902103287297
253	1.2087319869603013
254	1.0667649589090062
255	1.1948476556603762
256	1.1465015803373688
257	1.2982683217197881
258	0.9845992840830258
259	1.203284099638947
260	1.2161013943835033
261	1.249393716426876
262	1.1751779985377857
263	1.321483411279543
264	1.0877475724961072
265	1.262926455888379
266	1.3798280107827874
267	1.2903011698569427
268	0.9441663059662533
269	1.2332105777297022
270	1.1898639096425607
271	1.1625205227672055
272	1.2678747245857833
273	1.405624965995063
274	1.2524790330770386
275	1.3213934539970489
276	1.5424494611347304
277	1.1831995357776401
278	1.2937697915542437
279	1.0869706833678157
280	1.3171352328872228
281	1.3658127348510067
282	1.0592858557532452
283	1.1447831740609047
284	1.0260462575334737
285	1.2974050592381012
286	1.3934152173041197
287	1.1319815462475382
288	1.1998453909837248
289	1.3439640276392657
290	1.2704639930225075
291	1.0858842246097145
292	1.235432930602967
293	1.1890694543505709
294	1.155003139198703
295	1.0177563631526072
296	1.3796877087942203
297	1.1681311724056351
298	1.1602833893225617
299	1.105497305363259
300	1.147507415888763
301	1.3505788872811544
302	1.177893069501609
303	1.4514036944390116
304	1.2037799865868584
305	1.3678898549593699
306	1.039008927655025
307	1.3004401390619593
308	1.266043762297199
309	1.2949764591033541
310	1.1952625277515097
311	1.3277726832206558
312	1.2103348725571192
313	1.3042950258971886
314	1.2930967993357894
315	1.256645798962592
316	1.215217352344167
317	1.1593807490709986
318	1.2442718979126075
319	1.1739224883655808
320	1.1140210904486028
321	1.5657839030184943
322	1.305987050735439
323	1.222012339735344
324	1.1673323687659356
325	1.188321708047051
326	1.297971886266148
327	1.130047670723636
328	1.1934201876237176
329	1.1989816697250117
330	1.292829109645274
331	1.124953722472816
332	1.4910724282500594
333	1.3473941428276288
334	1.2236858952007572
335	1.0151926175149601
336	1.1556613452367375
337	1.2658597931709963
338	1.1930335739054685
339	1.4176020554667068
340	1.1451390309151566
341	1.3138149776890065
342	1.4013942180622365
343	1.0652015161909063
344	1.374201440151786
345	1.228582216022771
346	1.3883544425179828
347	1.2146385880411978
348	1.1206068310474064
349	1.1387134608096612
350	1.4271130965882284
351	1.112994193065757
352	1.0853319069651532
353	1.2278547321455402
354	1.1979722613810715
355	1.0535190242508212
356	1.1742725972811674
357	1.1865579671717645
358	1.1073387832723944
359	1.0317089783158175
360	1.0756261183889084
361	1.2614572651106446
362	1.151504725122639
363	1.081245773083424
364	1.2473248931493113
365	1.1844913139165998
366	1.1640731917524971
367	1.1686590203203082
368	1.2512016575788478
369	1.146546730303477
370	1.165207157189874
371	1.419107123842453
372	1.1729697239219925
373	1.0928158110889856
374	1.1421465701647606
375	1.2625959115544618
376	1.3578945572481125
377	1.1630518744233105
378	1.1574770716065954
379	1.262050023773663
380	1.156689877367757
381	1.1323378528432846
382	1.1789178679217431
383	1.3813819805843681
384	1.15581671184066
385	1.2334020800329328
386	1.3200553171908438
387	1.130971472174613
388	1.2053986567098767
389	1.1249990435365027
390	1.2078778221612247
391	1.1310004487742453
392	1.4176050041252437
393	1.226502083021855
394	1.241722145893997
395	1.2269312638107066
396	1.0084433149884733
397	1.2526433127225112
398	1.1787887851202905
399	1.140594433475146
400	1.1548844409824313
401	1.2126616848489506
402	1.1553211036434128
403	1.3395826817021592
404	1.1790659125778844
405	1.1808588543355765
406	1.1821407267173598
407	1.160758714908077
408	1.381646228541318
409	1.3286817930951549
410	1.3259517707301263
411	1.1335136285370928
412	1.326049525093532
413	1.2116564295237884
414	1.2458614516202284
415	1.1033566691417933
416	1.2210284897037709
417	1.1892555522310966
418	1.1166764853311602
419	1.173444790153199
420	1.3455934922175277
421	1.4395175152863555
422	1.1390571767842443
423	1.1805903497813457
424	1.1597909255919907
425	1.2076319917725251
426	1.1796886522323389
427	1.3912535597871485
428	1.1101734083166115
429	1.1967078791671968
430	1.0202776519991983
431	1.144117473090025
432	0.9973405819681448
433	1.1780381388318901
434	1.1410507379966313
435	1.146079569009375
436	1.1153743174535418
437	1.2393950723742344
438	1.3410759692229892
439	1.1292722334517842
440	1.231793084212779
441	1.1647244892143989
442	1.1541411765201885
443	1.3817688332741367
444	1.1986258024202168
445	1.0040704044641457
446	1.0933418461994553
447	1.2882598127858482
448	1.3519251128218288
449	1.308965176679882
450	1.2198637314186929
451	1.2852794716728688
452	1.2098961440377491
453	1.2912604319044578
454	1.2115428409061626
455	1.0662554913738025
456	1.1536674031380236
457	1.102424583579361
458	1.2454894814244604
459	1.2711739507263529
460	1.3285153108485162
461	1.1641423037661833
462	1.1188875239785951
463	1.0372964092783343
464	1.0062675440719326
465	1.0869437182339703
466	1.1840252770572444
467	1.343681339385378
468	1.2337797291276669
469	1.2692707667261522
470	1.2904017671250159
471	1.1608830250621365
472	1.3582527471303343
473	1.1513882276614602
474	1.2157355488214594
475	1.3501114804973549
476	1.2538414907126283
477	1.233805047453206
478	1.382581227088409
479	1.1039361187645833
480	1.3181492464676179
481	1.1657718732817743
482	1.189916163849675
483	1.1727344641827748
484	1.1643261384559993
485	1.2421315736277605
486	1.0866459336737377
487	1.4245140750811522
488	0.9724239723100837
489	1.0040865785977848
490	1.1787005094747594
491	1.1512445130473945
492	1.3215734649126627
493	1.3393927473687532
494	1.3885378531923656
495	1.1317419244528657
496	1.2054638472911132
497	1.3724411730940258
498	1.2426769130911408
499	1.1056734146021636
500	1.3533363576470332
501	1.2073341783922984
502	1.324466496377656
503	1.2499604345598345
504	0.9959572802605977
505	1.2508118994731947
506	1.2391222945424585
507	1.3766352310808267
508	1.2965694210511036
509	1.2622584599092592
510	1.1836860085986587
511	1.1868700176359819
512	1.2423842560843679
513	1.0549119061805134
514	1.1974387108013698
515	1.271060669298997
516	1.0119808348053034
517	1.1766084266653847
518	1.3088115631184116
519	1.11689897992738
520	1.01190993604855
521	1.1281844271301233
522	1.3164419403287049
523	1.2485968578961688
524	1.1289038319206495
525	1.5136816616912707
526	1.1775375523562324
527	1.189780172299435
528	1.303405837964665
529	1.3507356997918498
530	1.2331920697901135
531	1.2914946234065345
532	1.0752599993504608
533	1.1625672702442824
534	1.0339653313980641
535	1.3676914166795537
536	1.2965415953446355
537	1.2932968859064333
538	1.1463561716712127
539	1.3124462395544594
540	1.1418342638654568
541	1.1038991832173395
542	1.170352514105908
543	1.3422725251336802
544	1.2608204890612789
545	1.149809838260607
546	1.247666458610137
547	1.2131365929697213
548	1.081638867462912
549	1.0884020609865572
550	1.0576101402785842
551	1.1171439696380867
552	1.4014240259752382
553	1.2085726160107566
554	1.2594952206971075
555	1.2056667214427943
556	1.3205128114260112
557	1.262497508991662
558	1.1357464647785922
559	1.204601688212717
560	1.2380879810955074
561	1.11168596992563
562	1.2385781735381385
563	1.3010845006074234
564	1.297408970773395
565	1.2069525281443494
566	0.986647350661259
567	1.1410433553490402
568	1.2180988157982315
569	1.3967367362205865
570	1.2335371043047807
571	0.9865625682435555
572	1.0433224760296818
573	1.3861144728611459
574	1.296947094042292
575	1.2596711009387378
576	1.3844367652630747
577	1.0697391047192175
578	1.2504234320132477
579	1.1661497808461878
580	1.3679956666326065
581	1.2035187647765115
582	1.0385716010396844
583	1.3422450053934125
584	1.1552539129757582
585	1.091851207060789
586	1.3648165868941744
587	1.2515678587978507
588	1.2342506893382628
589	1.3054749741957468
590	1.3358482793049145
591	1.4169273827715936
592	1.176013018470556
593	1.2377556485366075
594	1.1445572251621678
595	1.1849466013065282
596	1.3412299773691851
597	1.0346840738567322
598	1.2054834273566035
599	1.1853482010347398
600	1.2034716749119885
601	1.353354054499524
602	1.3331558062265816
603	1.2711232586347996
604	1.4071932193971715
605	1.1776972004411066
606	1.166532144877116
607	1.2360349125377685
608	1.3891119088871882
609	1.2226497609102753
610	1.127328642593571
611	1.1037760734046467
612	1.3135896653647603
613	0.9984871052929996
614	1.227031299030066
615	1.356314872447856
616	1.1925575834059003
617	1.3032856733944507
618	1.2430114398132517
619	1.191759009090741
620	0.961661694371645
621	1.146208888933566
622	1.2720915796597378
623	1.0074492431898237
624	1.2634310153222097
625	1.2017117561521506
626	1.2159439672880659
627	1.0109346216352226
628	1.1737988895032614
629	1.2557238892187472
630	1.2322800111118806
631	1.1822100190325884
632	1.105440552702253
633	1.333909812738542
634	1.3633894090081076
635	1.1297881528310352
636	1.0986351530122276
637	1.261001508882738
638	1.1748883796520493
639	1.2612273410759933
640	1.2116519133792012
641	1.2224537044309352
642	1.2367636401820996
643	1.278425053122975
644	1.1484825800490452
645	1.0868758628430133
646	1.080246372332446
647	1.2222365722887938
648	1.2732410883053236
649	1.271778394704476
650	1.2614374082552584
651	1.1877676507410215
652	1.0948693943552132
653	1.1271225090023427
654	1.2682673781883387
655	1.1892046886766225
656	1.2306408186715
657	1.2080868249959655
658	1.2653905914048957
659	1.1430557176264413
660	1.2142080461403406
661	1.1283743660666268
662	1.3319881722709328
663	1.1905343332282712
664	1.1123252462774693
665	1.227825915202861
666	1.2487784106561999
667	1.3211242742851792
668	1.2269830766011671
669	1.0948855794533754
670	1.1473852268103948
671	1.392423446650251
672	1.0833253022901053
673	1.4271897259497814
674	1.3067550061651934
675	0.9514389189510073
676	1.1322992390000137
677	1.3628312960718947
678	1.0625469153036557
679	1.075176291988639
680	1.0306255896394034
681	1.2108214815959184
682	1.1571930614085844
683	1.2801059826936183
684	1.0972362490400398
685	1.1220068881626148
686	1.3464358134177843
687	1.2952389464443663
688	1.1791423384389534
689	1.1878452247613143
690	1.1807986852440726
691	1.2944692724470115
692	1.197064338115232
693	0.9382133560632606
694	1.159511312652651
695	1.153520722650614
696	1.1930082740479586
697	1.21637093953513
698	1.2463539828793078
699	1.3041645328414018
700	1.2923687686411864
701	1.299550838614533
702	1.1508299382299974
703	1.0992392929505483
704	1.2458124381495834
705	1.2321381469888564
706	1.1007695336214929
707	1.2938339307819913
708	1.4020302591089333
709	1.1402164710061422
710	1.0736479247475146
711	1.323183606156656
712	1.1464611045284445
713	1.2700729694406512
714	1.1229932556915865
715	1.3676696132833506
716	1.2415146222004179
717	1.23335956721168
718	1.125517007649596
719	1.104822940030588
720	1.2394581467898889
721	1.2575116560764479
722	1.2598712281654112
723	1.4526709559064566
724	1.2856861767967473
725	1.3410052371132448
726	1.0883226129558798
727	1.2754615782016625
728	1.1504096697440307
729	1.2879230279565226
730	1.0964061237165343
731	1.329685884898756
732	1.1955574522288772
733	1.1720136749998158
734	1.294315867943331
735	1.1917307337913363
736	1.2187479192859825
737	1.2236981654340235
738	1.2272527647105975
739	1.3352600902824059
740	0.9583817904720306
741	1.1601495177881458
742	1.0625450081219157
743	1.0118996432107714
744	0.9647274862136368
745	1.2800186235859974
746	1.2590038298465733
747	1.254414327986779
748	1.1258631688379748
749	1.0946584711672727
750	1.2545282800274435
751	1.3625488277927431
752	1.2320292464929148
753	0.9570494750970167
754	1.2588158837079009
755	1.3057021276488368
756	1.2558588955570933
757	0.9540249136911285
758	1.0002207939216357
759	1.1239606301173588
760	1.12267049172947
761	1.2895535329109824
762	1.0821787081681795
763	1.0798062914173836
764	1.158574076335468
765	1.0146566832438355
766	1.249269444869762
767	1.1960932432904066
768	1.0556844302013932
769	1.1396269175433937
770	1.142348846966926
771	1.1317490041031504
772	1.3444165617635009
773	1.1279891341186716
774	1.3142228901973891
775	1.0393184452985562
776	1.09939066190796
777	1.264540659526458
778	1.0469081455613152
779	1.238825732090825
780	0.9669431917124565
781	1.3624926721298145
782	1.1626023773301495
783	1.18605260829015
784	1.2482979206796472
785	1.2783836659334589
786	1.4567152178309786
787	1.2633578902652474
788	1.2739570831714226
789	1.3383517146988675
790	1.0735676751155274
791	1.0384758942591068
792	1.1393185541205093
793	1.1881030472726515
794	1.2295201833988838
795	1.148219072814331
796	1.249483927538143
797	1.2295357719128346
798	1.1977584757571584
799	1.0696823184826578
